115975 4838033 2010 8.358e+02 -0.9334
115975 5029537 2010 1.320e+03 -0.4275
115975 7803323 2010 8.946e+02 -0.5986
115975 10282430 2010 1.151e+03 -0.4605
115975 18483165 2010 4.872e+02 -0.0348
115975 18699581 2010 1.044e+03 -0.2001
115975 22985575 2010 6.084e+02 -0.1690
115975 27300994 2010 9.369e+02 -0.4703
115975 32567488 2010 4.156e+03 -0.1144
115975 34567800 2010 2.208e+03 -0.6907
115975 38007790 2010 7.508e+02 -0.3057
115975 38808237 2010 8.320e+02 -0.0601
115975 40329502 2010 1.171e+03 -0.1513
115975 40377146 2010 2.314e+03 -0.9090
115975 48181962 2010 7.548e+02 -0.1680
115975 49522980 2010 6.700e+02 -0.0390
115975 51600750 2010 9.837e+02 -0.2741
115976 3044664 2010 1.500e+03 0.0368
115976 4118848 2010 1.488e+03 -0.4217
115976 8449019 2010 1.629e+03 -0.3614
115978 54538 2010 3.226e+03 -0.0609
115978 765519 2010 1.099e+03 -0.1820
115978 5028459 2010 5.099e+03 -0.6044
115978 7485460 2010 1.376e+03 -0.5198
115978 14477925 2010 1.944e+03 -0.5457
115978 26125679 2010 2.016e+03 -0.3374
115978 33419713 2010 1.353e+03 -0.3200
115978 36527677 2010 1.080e+03 -0.3291
115978 39478218 2010 1.044e+03 -0.7023
115978 44371580 2010 8.076e+02 -0.7603
115978 48177969 2010 3.919e+02 -0.9918
115978 50330978 2010 1.676e+03 -0.1304
115978 50706405 2010 5.528e+02 -0.0823
115978 53656472 2010 2.442e+03 -0.1219
115978 53999307 2010 7.983e+02 -0.2517
115978 57384111 2010 1.322e+03 -0.8313
115982 5799772 2010 9.940e+02 -0.1426
115982 15347898 2010 8.094e+02 -0.2598
115982 16741966 2010 1.843e+03 -0.6155
115982 22627222 2010 3.322e+03 -0.3627
115982 29964510 2010 1.492e+03 -0.8736
115982 33150251 2010 3.728e+03 -0.0970
115982 35517976 2010 1.245e+03 -0.2744
115982 44138289 2010 8.334e+02 -0.2023
115982 46942084 2010 2.036e+03 -0.5958
115982 51554296 2010 4.290e+02 -0.0805
115984 2882850 2010 5.327e+03 0.0797
115984 11483227 2010 9.842e+02 -0.0104
115984 13859767 2010 7.252e+02 -0.2275
115985 745807 2010 8.479e+03 -0.0226
115985 1570055 2010 5.511e+02 -0.0089
115985 4056398 2010 5.528e+02 -0.4426
115985 9342874 2010 1.094e+03 -0.0309
115985 10349998 2010 1.755e+03 -0.8237
115985 11199587 2010 2.003e+03 -0.0603
115985 13541455 2010 1.432e+03 -0.2027
115985 15006086 2010 2.040e+03 -0.3896
115986 371898 2010 1.215e+03 -0.6485
115986 3496420 2010 1.454e+03 -0.8134
115986 4883329 2010 1.335e+03 -0.0739
115986 12498404 2010 1.195e+03 -0.0059
115986 12523509 2010 1.310e+03 -0.9825
115986 12874088 2010 1.377e+03 -0.3851
115986 13469132 2010 9.297e+02 -0.3013
115986 17528712 2010 1.352e+03 -0.5980
115986 27336479 2010 5.149e+02 -0.6013
115986 28833496 2010 3.756e+02 -0.4169
115986 29209403 2010 1.667e+03 -0.2935
115986 29551355 2010 1.010e+04 -0.6591
115986 34344204 2010 1.321e+03 -0.4197
115986 36627838 2010 2.651e+03 -0.4106
115986 36642752 2010 1.077e+03 -0.4168
115986 41587174 2010 1.035e+03 -0.1892
115986 48328456 2010 1.387e+03 -0.5563
115986 55277092 2010 1.668e+03 -0.4284
115987 3672699 2010 5.916e+02 -0.9533
115987 7131786 2010 9.357e+02 -0.6248
115987 8052989 2010 2.664e+03 -0.1050
115987 9048113 2010 1.937e+03 -0.2657
115987 11502500 2010 8.024e+02 -0.0765
115987 16890603 2010 1.019e+03 -0.6254
115987 18606464 2010 9.658e+02 -0.3381
115987 19811501 2010 1.326e+03 -0.9298
115987 21979025 2010 2.550e+03 -0.6853
115987 22160286 2010 1.172e+03 -0.1053
115987 35054124 2010 1.401e+03 -0.7608
115987 37839650 2010 6.794e+02 -0.9306
115987 43942351 2010 7.695e+02 -0.5547
115987 53518610 2010 9.505e+02 -0.2483
115987 57333525 2010 2.567e+03 -0.8053
115989 178525 2010 7.735e+02 -0.2668
115989 1763383 2010 1.205e+03 -0.2741
115989 2489551 2010 1.007e+03 -0.8359
115989 17034411 2010 2.339e+03 -0.5547
115989 36609205 2010 1.380e+03 -0.2343
115989 37373267 2010 1.668e+03 -0.3768
115989 40400585 2010 1.725e+03 -0.2405
115989 40923362 2010 5.455e+02 -0.8616
115989 60202094 2010 1.151e+03 -0.0253
115990 1317092 2010 1.573e+03 -0.3044
115990 2968696 2010 9.252e+02 -0.5268
115990 4664568 2010 2.186e+03 -0.0190
115990 11580378 2010 6.359e+02 -0.7037
115990 15232578 2010 1.034e+03 -0.0390
115990 17303515 2010 2.268e+03 -0.3603
115990 20289191 2010 2.413e+03 -0.6149
115990 25723008 2010 1.780e+03 -0.0217
115990 25872538 2010 2.037e+03 -0.8673
115990 32174690 2010 5.308e+02 -0.9783
115990 32432150 2010 1.036e+03 -0.0736
115990 36343143 2010 1.911e+03 0.0232
115990 37899440 2010 1.445e+03 -0.6556
115990 38093681 2010 8.169e+02 -0.1580
115990 38238320 2010 1.145e+03 -0.1421
115990 38722978 2010 1.141e+03 -0.0103
115990 39759009 2010 8.442e+02 -0.8126
115990 41156373 2010 1.181e+03 -0.3481
115990 50100586 2010 2.315e+03 0.0273
115990 51214221 2010 7.379e+02 -0.3571
115990 51227143 2010 8.752e+02 -0.1075
115990 53342564 2010 1.714e+03 -0.4599
115990 54928736 2010 9.173e+02 -0.7793
115990 61512805 2010 8.542e+02 -0.2588
115990 61756521 2010 1.349e+03 -0.3363
115991 487987 2010 9.881e+02 -0.2345
115991 1996366 2010 2.613e+03 -0.5521
115991 2195225 2010 1.582e+03 0.0332
115991 4839364 2010 1.015e+03 -0.3096
115991 15462511 2010 9.523e+02 -0.9065
115991 24413616 2010 2.202e+03 -0.2029
115991 26021706 2010 7.176e+02 -0.3636
115991 34921869 2010 3.169e+03 -0.3125
115991 43319842 2010 2.169e+03 -0.0399
115991 45756089 2010 3.061e+03 -0.0939
115991 46797353 2010 9.526e+02 -0.9057
115991 59482172 2010 4.552e+02 -0.9041
115991 62490293 2010 1.537e+03 -0.4421
115992 1800062 2010 6.270e+02 -0.9741
115992 3926116 2010 1.518e+03 -0.1674
115992 8514041 2010 5.555e+03 -0.1321
115992 16894831 2010 6.423e+02 -0.3025
115992 17191688 2010 3.165e+03 -0.4585
115992 17797543 2010 2.280e+03 0.0046
115992 18525738 2010 1.385e+03 -0.3557
115992 19123470 2010 1.216e+03 -0.3182
115992 22111450 2010 1.167e+03 -0.8304
115992 24402937 2010 1.393e+03 -0.8522
115992 29934687 2010 8.969e+02 -0.3665
115992 32322178 2010 4.549e+03 -0.6470
115992 33307140 2010 2.701e+03 -0.3755
115992 33361920 2010 9.445e+02 -0.3916
115992 33365458 2010 8.114e+02 -0.9150
115992 34879030 2010 1.624e+03 0.0161
115992 37496451 2010 7.412e+02 -0.7680
115992 40829168 2010 1.944e+03 0.0336
115992 41940543 2010 3.274e+03 -0.6385
115992 47193780 2010 3.803e+03 -0.1242
115992 48420186 2010 1.287e+03 -0.1727
115992 49751922 2010 4.680e+02 -0.8420
115992 51073390 2010 3.404e+03 -0.1795
115992 52701100 2010 5.356e+03 -0.4909
115992 59040863 2010 1.639e+03 -0.7297
115992 61189845 2010 2.274e+03 -0.0050
115992 63296199 2010 1.804e+03 -0.3460
115993 5095678 2010 4.982e+02 -0.2438
115993 9650534 2010 1.210e+03 -0.0128
115993 12024216 2010 1.572e+03 -0.0014
115993 12633312 2010 2.316e+03 -0.3248
115993 13650061 2010 4.056e+04 -0.4148
115993 14281834 2010 1.129e+03 -0.0259
115993 16956404 2010 7.608e+02 -0.2903
115993 17839869 2010 1.134e+03 -0.1385
115993 19574567 2010 1.527e+03 -0.4725
115993 30819343 2010 8.530e+02 -0.6874
115993 31356628 2010 1.984e+03 -0.0861
115993 34211453 2010 8.801e+02 -0.4833
115993 35034001 2010 2.351e+03 -0.2567
115993 35956030 2010 1.539e+03 -0.6140
115993 35962084 2010 1.019e+03 -0.5360
